ENSG	NCBI	HGNCID	chr	uniprot	symbol	name
ENSG00000162873	55220	HGNC:25573	1q32.1	Q8IYD2	KLHDC8A	kelch domain containing 8A
ENSG00000116525	55223	HGNC:25574	1p35.1	Q9BVG3	TRIM62	tripartite motif containing 62
ENSG00000143845	55224	HGNC:25575	1q32.1	Q9NVF9	ETNK2	ethanolamine kinase 2
ENSG00000213995	55739	HGNC:25576	13q34	Q8IW45	NAXD	NAD(P)HX dehydratase
ENSG00000162437	55225	HGNC:25577	1p31.3	Q9HCJ3	RAVER2	ribonucleoprotein, PTB binding 2
ENSG00000182013	55228	HGNC:25578	19q13.32	Q86V59	PNMA8A	PNMA family member 8A
ENSG00000182791	55231	HGNC:25579	11q13.2	Q9NVE4	CCDC87	coiled-coil domain containing 87
ENSG00000168329	1524	HGNC:2558	3p22.2	P49238	CX3CR1	C-X3-C motif chemokine receptor 1
ENSG00000033178	55236	HGNC:25581	4q13.2	A0AVT1	UBA6	ubiquitin like modifier activating enzyme 6
ENSG00000103042	55238	HGNC:25582	16q21	Q9NVC3	SLC38A7	solute carrier family 38 member 7
ENSG00000169126	55130	HGNC:25583	10p12.1	Q5T2S8	ARMC4	armadillo repeat containing 4
ENSG00000087263	55239	HGNC:25585	16q13	Q8N543	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1
ENSG00000164168	55751	HGNC:25587	4q31.23	Q9NVA4	TMEM184C	transmembrane protein 184C
ENSG00000142494	55244	HGNC:25588	17p11.2	Q96FL8	SLC47A1	solute carrier family 47 member 1
ENSG00000138758	55752	HGNC:25589	4q21.1	Q9NVA2	SEPT11	septin 11
ENSG00000154639	1525	HGNC:2559	21q21.1	P78310	CXADR	CXADR, Ig-like cell adhesion molecule
ENSG00000197444	55753	HGNC:25590	10q11.23	Q9ULD0	OGDHL	oxoglutarate dehydrogenase like
ENSG00000147419	55246	HGNC:25591	8p21.1	Q86WR0	CCDC25	coiled-coil domain containing 25
ENSG00000104299	55756	HGNC:25592	8p21.1	Q9NV88	INTS9	integrator complex subunit 9
ENSG00000065600	55248	HGNC:25593	1q32.3	Q9H813	TMEM206	transmembrane protein 206
ENSG00000117625	55758	HGNC:25594	1q32.2-q32.3	Q9P2K3	RCOR3	REST corepressor 3
ENSG00000240563	54596	HGNC:25595	1p31.3	Q5T7N2	L1TD1	LINE1 type transposase domain containing 1
ENSG00000052841	55761	HGNC:25596	11p12-p11.2	Q96AE7	TTC17	tetratricopeptide repeat domain 17
ENSG00000167562	55762	HGNC:25597	19q13.41	Q9NV72	ZNF701	zinc finger protein 701
ENSG00000198874	55253	HGNC:25598	7q11.21	Q9NV66	TYW1	tRNA-yW synthesizing protein 1 homolog
ENSG00000163362	55765	HGNC:25599	1q32.1	Q3KP66	INAVA	innate immunity activator
ENSG00000196344	131	HGNC:256	4q23	P40394	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
ENSG00000176142	55254	HGNC:25600	3q13.33	Q9NV64	TMEM39A	transmembrane protein 39A
ENSG00000164253	55255	HGNC:25601	5q13.3-q14.1	Q9HAD4	WDR41	WD repeat domain 41
ENSG00000144115	55258	HGNC:25602	2p11.2	Q86YJ6	THNSL2	threonine synthase like 2
ENSG00000161558	55260	HGNC:25603	19q13.32	Q96AN5	TMEM143	transmembrane protein 143
ENSG00000146826	55262	HGNC:25604	7q22.1	Q8WVR3	C7orf43	chromosome 7 open reading frame 43
ENSG00000139291	55266	HGNC:25605	12q21.1	Q96HH6	TMEM19	transmembrane protein 19
ENSG00000166292	55273	HGNC:25607	17q23.1	Q9NV29	TMEM100	transmembrane protein 100
ENSG00000141252	55275	HGNC:25608	17p13.3	Q5VIR6	VPS53	VPS53, GARP complex subunit
ENSG00000047346	56204	HGNC:25609	15q21.2-q21.3	Q32MH5	FAM214A	family with sequence similarity 214 member A
ENSG00000121966	7852	HGNC:2561	2q22.1	P61073	CXCR4	C-X-C motif chemokine receptor 4
ENSG00000172456	55277	HGNC:25610	1p32.1	Q96C11	FGGY	FGGY carbohydrate kinase domain containing
ENSG00000125633	54520	HGNC:25611	2q14.1	Q567U6	CCDC93	coiled-coil domain containing 93
ENSG00000175105	55279	HGNC:25612	3p11.1	Q8IZM8	ZNF654	zinc finger protein 654
ENSG00000095485	55280	HGNC:25613	10q24.31	Q69YN2	CWF19L1	CWF19 like cell cycle control factor 1
ENSG00000159708	55282	HGNC:25615	16q22.1	Q1X8D7	LRRC36	leucine rich repeat containing 36
ENSG00000104343	55284	HGNC:25616	8q21.11	Q96B02	UBE2W	ubiquitin conjugating enzyme E2 W
ENSG00000089682	55285	HGNC:25617	Xq22.3	Q96IZ5	RBM41	RNA binding motif protein 41
ENSG00000154274	55286	HGNC:25618	4p14	Q8IY42	C4orf19	chromosome 4 open reading frame 19
ENSG00000068489	55771	HGNC:25619	17q23.2	Q96HE9	PRR11	proline rich 11
ENSG00000088726	55287	HGNC:25620	3p25.2	Q8WWA1	TMEM40	transmembrane protein 40
ENSG00000153093	55289	HGNC:25621	2q13	Q9NUZ1	ACOXL	acyl-CoA oxidase like
ENSG00000036054	55773	HGNC:25622	3q12.1-q12.2	Q9NUY8	TBC1D23	TBC1 domain family member 23
ENSG00000167487	55295	HGNC:25623	19p13.11	Q53HC5	KLHL26	kelch like family member 26
ENSG00000109680	55296	HGNC:25624	4p15.2	Q8N5T2	TBC1D19	TBC1 domain family member 19
ENSG00000152463	55301	HGNC:25625	10p13	Q9NV23	OLAH	oleoyl-ACP hydrolase
ENSG00000168872	55308	HGNC:25628	16q22.1	Q9NUU7	DDX19A	DEAD-box helicase 19A
ENSG00000145569	54491	HGNC:25629	5p15.2	Q9NUU6	OTULINL	OTU deubiquitinase with linear linkage specificity like
ENSG00000206530	55779	HGNC:25631	3q13.2	Q96MT7	CFAP44	cilia and flagella associated protein 44
ENSG00000103381	55313	HGNC:25632	16p13.12	Q9BRF8	CPPED1	calcineurin like phosphoesterase domain containing 1
ENSG00000164124	55314	HGNC:25633	4q32.1	Q7Z5S9	TMEM144	transmembrane protein 144
ENSG00000136444	55316	HGNC:25634	17q21.33	Q9HA92	RSAD1	radical S-adenosyl methionine domain containing 1
ENSG00000180917	55783	HGNC:25635	16q22.2	Q8IYT2	CMTR2	cap methyltransferase 2
ENSG00000140563	55784	HGNC:25636	15q26.2	Q6DN12	MCTP2	multiple C2 and transmembrane domain containing 2
ENSG00000198498	55319	HGNC:25638	4q32.2	Q96EY4	TMA16	translation machinery associated 16 homolog
ENSG00000082213	55322	HGNC:25639	5p13.3	Q49AR2	C5orf22	chromosome 5 open reading frame 22
ENSG00000109775	55325	HGNC:25640	4q35.1	Q9NUQ7	UFSP2	UFM1 specific peptidase 2
ENSG00000184719	55328	HGNC:25641	10q23.31	Q5VYX0	RNLS	renalase, FAD dependent amine oxidase
ENSG00000081019	54665	HGNC:25642	1p13.2	Q5VWQ0	RSBN1	round spermatid basic protein 1
ENSG00000136048	55332	HGNC:25645	12q23.2	Q8N682	DRAM1	DNA damage regulated autophagy modulator 1
ENSG00000213865	56260	HGNC:25646	8q13.1	Q96CB5	C8orf44	chromosome 8 open reading frame 44
ENSG00000143409	55793	HGNC:25648	1q21.3	Q8N5J2	MINDY1	MINDY lysine 48 deubiquitinase 1
ENSG00000130813	55337	HGNC:25649	19p13.2	Q9NUL5	C19orf66	chromosome 19 open reading frame 66
ENSG00000136709	55339	HGNC:25651	2q14.3	Q9C0J8	WDR33	WD repeat domain 33
ENSG00000041802	55341	HGNC:25652	3q29	Q9H089	LSG1	large 60S subunit nuclear export GTPase 1
ENSG00000126226	55795	HGNC:25653	13q34	Q5JVF3	PCID2	PCI domain containing 2
ENSG00000138658	55345	HGNC:25654	4q25	Q86YA3	ZGRF1	zinc finger GRF-type containing 1
ENSG00000176148	55346	HGNC:25655	11p13	Q9NUJ3	TCP11L1	t-complex 11 like 1
ENSG00000144827	55347	HGNC:25656	3q13.2	Q9NUJ1	ABHD10	abhydrolase domain containing 10
ENSG00000085185	63035	HGNC:25657	Xq26.1	Q5H9F3	BCORL1	BCL6 corepressor like 1
ENSG00000215817	643136	HGNC:25659	1q41	A0A1B0GTU1	ZC3H11B	zinc finger CCCH-type containing 11B
ENSG00000123607	79809	HGNC:25660	2q24.3	Q7Z4L5	TTC21B	tetratricopeptide repeat domain 21B
ENSG00000103591	79719	HGNC:25662	15q23	Q6PD74	AAGAB	alpha and gamma adaptin binding protein
ENSG00000164576	79685	HGNC:25663	5q33.2	Q9HAJ7	SAP30L	SAP30 like
ENSG00000005238	80256	HGNC:25666	9p13.3	Q7L5A3	FAM214B	family with sequence similarity 214 member B
ENSG00000120280	80231	HGNC:25667	Xp21.2	Q9HAI6	CXorf21	chromosome X open reading frame 21
ENSG00000162373	79656	HGNC:25668	1p33	Q7L4P6	BEND5	BEN domain containing 5
ENSG00000172000	80032	HGNC:25669	19p13.3	Q9HAH1	ZNF556	zinc finger protein 556
ENSG00000046651	8481	HGNC:2567	Xp22.2	O75665	OFD1	OFD1, centriole and centriolar satellite protein
ENSG00000136104	79621	HGNC:25671	13q14.3	Q5TBB1	RNASEH2B	ribonuclease H2 subunit B
ENSG00000224383	92340	HGNC:25673	17q23.3	P0C7W0	PRR29	proline rich 29
ENSG00000163875	64769	HGNC:25674	1p34.3	Q9HAF1	MEAF6	MYST/Esa1 associated factor 6
ENSG00000176108	79643	HGNC:25675	17q25.3	Q96FZ7	CHMP6	charged multivesicular body protein 6
ENSG00000120370	92344	HGNC:25676	1q24.2	Q5T7V8	GORAB	golgin, RAB6 interacting
ENSG00000155592	342357	HGNC:25677	16p12.1	Q63HK3	ZKSCAN2	zinc finger with KRAB and SCAN domains 2
ENSG00000034239	79645	HGNC:25678	8q11.21	Q9HAE3	EFCAB1	EF-hand calcium binding domain 1
ENSG00000123395	60673	HGNC:25679	12q13.13	Q9BSB4	ATG101	autophagy related 101
ENSG00000013619	10046	HGNC:2568	Xq28	Q13495	MAMLD1	mastermind like domain containing 1
ENSG00000164512	79722	HGNC:25681	5q11.2	Q3KP44	ANKRD55	ankyrin repeat domain 55
ENSG00000165886	80019	HGNC:25683	10q24.1-q24.2	Q9HAC8	UBTD1	ubiquitin domain containing 1
ENSG00000127125	79717	HGNC:25686	1p34.2	Q9HAB8	PPCS	phosphopantothenoylcysteine synthetase
ENSG00000175575	80227	HGNC:25687	11q13.4	Q9BRP4	PAAF1	proteasomal ATPase associated factor 1
ENSG00000134590	8933	HGNC:2569	Xq26.3	A6ZKI3|O15255	RTL8C	retrotransposon Gag like 8C
ENSG00000144031	79998	HGNC:25691	2p13.3	Q8N9V6	ANKRD53	ankyrin repeat domain 53
ENSG00000114654	79825	HGNC:25692	3q21.3	Q9HA90	EFCC1	EF-hand and coiled-coil domain containing 1
ENSG00000121749	64786	HGNC:25694	12q21.1	Q8TC07	TBC1D15	TBC1 domain family member 15
ENSG00000134905	79587	HGNC:25695	13q34	Q9HA77	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial
ENSG00000104518	79792	HGNC:25697	8q24.3	P57764	GSDMD	gasdermin D
ENSG00000104946	79735	HGNC:25699	19q13.33	Q9HA65	TBC1D17	TBC1 domain family member 17
ENSG00000156110	132	HGNC:257	10q22.2	P55263	ADK	adenosine kinase
ENSG00000166347	1528	HGNC:2570	18q22.3	P00167	CYB5A	cytochrome b5 type A
ENSG00000141560	79672	HGNC:25700	17q25.3	Q9HA64	FN3KRP	fructosamine 3 kinase related protein
ENSG00000177200	80205	HGNC:25701	16q12.2	Q3L8U1	CHD9	chromodomain helicase DNA binding protein 9
ENSG00000132003	65249	HGNC:25704	19p13.13	Q9H7M6	ZSWIM4	zinc finger SWIM-type containing 4
ENSG00000100379	79734	HGNC:25705	22q12.3	Q8N5Z5	KCTD17	potassium channel tetramerization domain containing 17
ENSG00000103091	79726	HGNC:25706	16q23.1	Q6PJI9	WDR59	WD repeat domain 59
ENSG00000183559	399814	HGNC:25707	10q26.13	Q5SQS8	C10orf120	chromosome 10 open reading frame 120
ENSG00000133640	84125	HGNC:25708	12q21.31	Q96JM4	LRRIQ1	leucine rich repeats and IQ motif containing 1
ENSG00000008283	1534	HGNC:2571	17q23.3	P49447	CYB561	cytochrome b561
ENSG00000197121	80055	HGNC:25712	2q33.1	Q75T13	PGAP1	post-GPI attachment to proteins 1
ENSG00000164051	79714	HGNC:25714	3p21.31	Q96ER9	CCDC51	coiled-coil domain containing 51
ENSG00000116691	60672	HGNC:25715	1p36.22	Q5JXC2	MIIP	migration and invasion inhibitory protein
ENSG00000162377	65260	HGNC:25716	1p32.3	Q96BR5	COA7	cytochrome c oxidase assembly factor 7 (putative)
ENSG00000168268	64943	HGNC:25717	3p21.1	Q9H857	NT5DC2	5'-nucleotidase domain containing 2
ENSG00000153395	79888	HGNC:25718	5p15.33	Q8NF37	LPCAT1	lysophosphatidylcholine acyltransferase 1
ENSG00000157895	64897	HGNC:25719	12q24.31	Q96C57	C12orf43	chromosome 12 open reading frame 43
ENSG00000198746	63906	HGNC:25720	1p36.11	Q96I76	GPATCH3	G-patch domain containing 3
ENSG00000103599	64799	HGNC:25721	15q23	Q86VS3	IQCH	IQ motif containing H
ENSG00000181026	64782	HGNC:25722	15q26.1	Q8WTP8	AEN	apoptosis enhancing nuclease
ENSG00000143494	79805	HGNC:25723	1q32.3	Q86V25	VASH2	vasohibin 2
ENSG00000081692	65094	HGNC:25724	1q42.13	Q9H9V9	JMJD4	jumonji domain containing 4
ENSG00000115368	84128	HGNC:25725	2q32.2	Q8IWA0	WDR75	WD repeat domain 75
ENSG00000001497	81887	HGNC:25726	Xq12	Q9Y4W2	LAS1L	LAS1 like, ribosome biogenesis factor
ENSG00000101624	79959	HGNC:25727	18p11.21	Q8TAP6	CEP76	centrosomal protein 76
ENSG00000103852	64927	HGNC:25730	15q26.3	Q5W5X9	TTC23	tetratricopeptide repeat domain 23
ENSG00000187715	166348	HGNC:25731	3q21.3	Q3ZCT8	KBTBD12	kelch repeat and BTB domain containing 12
ENSG00000183655	64410	HGNC:25732	15q25.3	Q9H0H3	KLHL25	kelch like family member 25
ENSG00000049883	79810	HGNC:25734	5q13.2	Q8WV60	PTCD2	pentatricopeptide repeat domain 2
ENSG00000197415	79674	HGNC:25735	3q25.31-q25.32	Q14D04	VEPH1	ventricular zone expressed PH domain containing 1
ENSG00000188295	79862	HGNC:25736	1q44	Q96BR6	ZNF669	zinc finger protein 669
ENSG00000187736	79840	HGNC:25737	2q35	Q9H9Q4	NHEJ1	non-homologous end joining factor 1
ENSG00000148019	84131	HGNC:25740	9q21.2	Q5JTW2	CEP78	centrosomal protein 78
ENSG00000198093	65251	HGNC:25741	19q13.41	Q9BS31	ZNF649	zinc finger protein 649
ENSG00000129680	79649	HGNC:25742	Xq26.3	Q8IWC1	MAP7D3	MAP7 domain containing 3
ENSG00000084628	79570	HGNC:25743	1p35.2	Q4KMZ8	NKAIN1	sodium/potassium transporting ATPase interacting 1
ENSG00000174574	79647	HGNC:25744	1p34.3	Q9H9L7	AKIRIN1	akirin 1
ENSG00000143319	81875	HGNC:25745	1q23.1	Q9H9L3	ISG20L2	interferon stimulated exonuclease gene 20 like 2
ENSG00000188917	79979	HGNC:25748	Xq22.1	Q96GJ1	TRMT2B	tRNA methyltransferase 2 homolog B
ENSG00000103047	79613	HGNC:25749	16q22.1	Q9C0B7	TANGO6	transport and golgi organization 6 homolog
ENSG00000168538	60684	HGNC:25751	4q35.1	Q7Z392	TRAPPC11	trafficking protein particle complex 11
ENSG00000176208	79915	HGNC:25752	17q11.2	Q96QE3	ATAD5	ATPase family, AAA domain containing 5
ENSG00000180834	79929	HGNC:25753	3q27.1	Q9H9H5	MAP6D1	MAP6 domain containing 1
ENSG00000139722	79720	HGNC:25754	12q24.31	Q9H9H4	VPS37B	VPS37B, ESCRT-I subunit
ENSG00000087995	339175	HGNC:25755	17q23.2	Q96IZ6	METTL2A	methyltransferase like 2A
ENSG00000158882	84134	HGNC:25756	1q23.3	Q969M1	TOMM40L	translocase of outer mitochondrial membrane 40 like
ENSG00000164338	84135	HGNC:25758	5q13.2	Q8TED0	UTP15	UTP15, small subunit processome component
ENSG00000115282	64427	HGNC:25759	2p13.1	Q49AM3	TTC31	tetratricopeptide repeat domain 31
ENSG00000177352	64925	HGNC:25760	3p21.31	Q8IV32	CCDC71	coiled-coil domain containing 71
ENSG00000186063	64853	HGNC:25761	1q41	Q96BJ3	AIDA	axin interactor, dorsalization associated
ENSG00000090432	79594	HGNC:25762	1p36.12	Q969V5	MUL1	mitochondrial E3 ubiquitin protein ligase 1
ENSG00000105771	56006	HGNC:25763	19q13.31	Q9H0W8	SMG9	SMG9, nonsense mediated mRNA decay factor
ENSG00000178966	80010	HGNC:25764	9q21.32	Q9H9A7	RMI1	RecQ mediated genome instability 1
ENSG00000175455	64770	HGNC:25766	3q21.1	Q49A88	CCDC14	coiled-coil domain containing 14
ENSG00000116497	64766	HGNC:25768	1p35.1	Q96BU1	S100PBP	S100P binding protein
ENSG00000129347	65095	HGNC:25769	19p13.2	Q8N9T8	KRI1	KRI1 homolog
ENSG00000051523	1535	HGNC:2577	16q24.2	P13498	CYBA	cytochrome b-245 alpha chain
ENSG00000005448	84058	HGNC:25770	2p13.1	Q9H977	WDR54	WD repeat domain 54
ENSG00000151576	79691	HGNC:25771	3q13.31	Q9H974	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2
ENSG00000125962	64860	HGNC:25772	Xq22.1	Q6P1M9	ARMCX5	armadillo repeat containing X-linked 5
ENSG00000092470	79968	HGNC:25773	15q15.3	Q9H967	WDR76	WD repeat domain 76
ENSG00000168778	79867	HGNC:25774	12q24.31	Q96GX1	TCTN2	tectonic family member 2
ENSG00000181827	64864	HGNC:25777	15q21.3	Q2KHR2	RFX7	regulatory factor X7
ENSG00000103248	64779	HGNC:25778	16q24.1	Q2M296	MTHFSD	methenyltetrahydrofolate synthetase domain containing
ENSG00000165168	1536	HGNC:2578	Xp21.1-p11.4	P04839	CYBB	cytochrome b-245 beta chain
ENSG00000140691	79798	HGNC:25781	16p11.2	Q96C12	ARMC5	armadillo repeat containing 5
ENSG00000197771	79892	HGNC:25782	10q26.11	Q9BTE3	MCMBP	minichromosome maintenance complex binding protein
ENSG00000111300	80018	HGNC:25783	12q24.13	Q14CX7	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
ENSG00000115827	80067	HGNC:25784	2q31.1	Q5H9S7	DCAF17	DDB1 and CUL4 associated factor 17
ENSG00000068615	65055	HGNC:25786	2p11.2	Q9H902	REEP1	receptor accessory protein 1
ENSG00000102901	80152	HGNC:25787	16q22.1	Q96BT3	CENPT	centromere protein T
ENSG00000120029	79591	HGNC:25788	10q24.32	Q5T2E6	ARMH3	armadillo-like helical domain containing 3
ENSG00000140598	79631	HGNC:25789	15q25.2	Q7Z2Z2	EFL1	elongation factor like GTPase 1
ENSG00000179091	1537	HGNC:2579	8q24.3	P08574	CYC1	cytochrome c1
ENSG00000215251	60493	HGNC:25790	20p13	Q7L8L6	FASTKD5	FAST kinase domains 5
ENSG00000122484	79871	HGNC:25791	1p22.1	Q8IXW5	RPAP2	RNA polymerase II associated protein 2
ENSG00000103005	79650	HGNC:25792	16q21	Q9BQ65	USB1	U6 snRNA biogenesis phosphodiesterase 1
ENSG00000204138	65979	HGNC:25793	1p35.3	Q8IZ21	PHACTR4	phosphatase and actin regulator 4
ENSG00000165669	63877	HGNC:25794	10q26.11	Q9H8W3	FAM204A	family with sequence similarity 204 member A
ENSG00000149548	80071	HGNC:25798	11q24.2	Q0P6D6	CCDC15	coiled-coil domain containing 15
ENSG00000151806	60558	HGNC:25799	4p12	Q8N442	GUF1	GUF1 homolog, GTPase
ENSG00000197603	65250	HGNC:25801	5p13.2	Q9H799	CPLANE1	ciliogenesis and planar polarity effector 1
ENSG00000178401	79962	HGNC:25802	12q13.12	Q8N4W6	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22
ENSG00000133678	80195	HGNC:25804	10q22.3	Q8TBM7	TMEM254	transmembrane protein 254
ENSG00000105219	79935	HGNC:25805	19q13.2	Q9H8S5	CNTD2	cyclin N-terminal domain containing 2
ENSG00000138780	79807	HGNC:25806	4q24	Q8NEC7	GSTCD	glutathione S-transferase C-terminal domain containing
ENSG00000103061	84138	HGNC:25807	16q22.1	Q96CW6	SLC7A6OS	solute carrier family 7 member 6 opposite strand
ENSG00000170264	84140	HGNC:25808	2p15	Q3B820	FAM161A	FAM161A, centrosomal protein
ENSG00000128039	79644	HGNC:25812	4q12	Q9H8P0	SRD5A3	steroid 5 alpha-reductase 3
ENSG00000182923	80254	HGNC:25815	3q22.2	Q96MT8	CEP63	centrosomal protein 63
ENSG00000115363	84141	HGNC:25816	2p12	Q9H8M9	EVA1A	eva-1 homolog A, regulator of programmed cell death
ENSG00000083223	79670	HGNC:25817	9q21.33	Q5VYS8	TUT7	terminal uridylyl transferase 7
ENSG00000028310	65980	HGNC:25818	5p15.33	Q9H8M2	BRD9	bromodomain containing 9
ENSG00000115520	80219	HGNC:25819	2q33.1	Q9H8M1	COQ10B	coenzyme Q10B
ENSG00000183035	1538	HGNC:2582	Xq21.1	P35663	CYLC1	cylicin 1
ENSG00000162378	79699	HGNC:25820	1p32.3	Q9C0D3	ZYG11B	zyg-11 family member B, cell cycle regulator
ENSG00000167394	79759	HGNC:25821	16p11.2	Q96K58	ZNF668	zinc finger protein 668
ENSG00000119965	80007	HGNC:25822	10q26.13	Q9H8K7	C10orf88	chromosome 10 open reading frame 88
ENSG00000111325	79676	HGNC:25823	12q24.31	Q6N063	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2
ENSG00000105137	85360	HGNC:25824	19p13.12	Q6ZW31	SYDE1	synapse defective Rho GTPase homolog 1
ENSG00000146802	64418	HGNC:25826	7q31.1	Q9H0V1	TMEM168	transmembrane protein 168
ENSG00000176024	79898	HGNC:25827	19q13.41	Q6PF04	ZNF613	zinc finger protein 613
ENSG00000113597	80006	HGNC:25828	5q12.3	A5PLN9	TRAPPC13	trafficking protein particle complex 13
ENSG00000163322	84142	HGNC:25829	4q21.23	Q6UWZ7	ABRAXAS1	abraxas 1, BRCA1 A complex subunit
ENSG00000155833	1539	HGNC:2583	9q31.1	Q14093	CYLC2	cylicin 2
ENSG00000102796	79758	HGNC:25832	13q14.3	A0PJE2	DHRS12	dehydrogenase/reductase 12
ENSG00000120159	79886	HGNC:25834	9p21.2	Q9H8G2	CAAP1	caspase activity and apoptosis inhibitor 1
ENSG00000187720	79875	HGNC:25835	15q23	Q6ZMP0	THSD4	thrombospondin type 1 domain containing 4
ENSG00000039523	79567	HGNC:25836	16q22.1	Q6ZS17	RIPOR1	RHO family interacting cell polarization regulator 1
ENSG00000158055	57822	HGNC:25839	1p36.11	Q8TE85	GRHL3	grainyhead like transcription factor 3
ENSG00000083799	1540	HGNC:2584	16q12.1	Q9NQC7	CYLD	CYLD lysine 63 deubiquitinase
ENSG00000155666	79831	HGNC:25840	16p12.1	Q8N371	KDM8	lysine demethylase 8
ENSG00000097096	84144	HGNC:25841	1p22.3	Q5VT97	SYDE2	synapse defective Rho GTPase homolog 2
ENSG00000143512	79802	HGNC:25842	1q41	Q6UWX4	HHIPL2	HHIP like 2
ENSG00000141579	79755	HGNC:25843	17q25.3	Q32MQ0	ZNF750	zinc finger protein 750
ENSG00000165061	79698	HGNC:25844	8p11.21	Q9H898	ZMAT4	zinc finger matrin-type 4
ENSG00000110583	79829	HGNC:25845	11q13.1	Q86UY6	NAA40	N(alpha)-acetyltransferase 40, NatD catalytic subunit
ENSG00000104524	65263	HGNC:25846	8q24.3	Q53H96	PYCR3	pyrroline-5-carboxylate reductase 3
ENSG00000159202	65264	HGNC:25847	17q21.32	Q9H832	UBE2Z	ubiquitin conjugating enzyme E2 Z
ENSG00000140688	64755	HGNC:25848	16p11.2	Q96GQ5	C16orf58	chromosome 16 open reading frame 58
ENSG00000162062	80178	HGNC:25849	16p13.3	Q7L2K0	TEDC2	tubulin epsilon and delta complex 2
ENSG00000153561	64795	HGNC:25850	2p11.2	Q9H871	RMND5A	required for meiotic nuclear division 5 homolog A
ENSG00000181938	64785	HGNC:25851	16q21	Q9BRX5	GINS3	GINS complex subunit 3
ENSG00000116151	79906	HGNC:25852	1p36.32	Q5T089	MORN1	MORN repeat containing 1
ENSG00000197557	92104	HGNC:25853	2q31.2	Q86WT1	TTC30A	tetratricopeptide repeat domain 30A
ENSG00000104361	79815	HGNC:25854	8q22.2	Q9H841	NIPAL2	NIPA like domain containing 2
ENSG00000123600	79828	HGNC:25856	2q31.1	Q9H825	METTL8	methyltransferase like 8
ENSG00000179299	79730	HGNC:25857	4p14	Q8NE18	NSUN7	NOP2/Sun RNA methyltransferase family member 7
ENSG00000104231	79752	HGNC:25858	8q21.13	Q8TCF1	ZFAND1	zinc finger AN1-type containing 1
ENSG00000106665	7461	HGNC:2586	7q11.23	Q9UDT6	CLIP2	CAP-Gly domain containing linker protein 2
ENSG00000197245	79927	HGNC:25860	1p36.11	Q8TAY7	FAM110D	family with sequence similarity 110 member D
ENSG00000115761	79954	HGNC:25862	2p25.1	Q9BSC4	NOL10	nucleolar protein 10
ENSG00000126950	59353	HGNC:25864	Xq22.1	Q53FP2	TMEM35A	transmembrane protein 35A
ENSG00000147113	79742	HGNC:25866	Xp11.3	Q9H7Y0	CXorf36	chromosome X open reading frame 36
ENSG00000185730	79943	HGNC:25872	8q24.3	Q9H7X3	ZNF696	zinc finger protein 696
ENSG00000162817	79762	HGNC:25873	1q41	Q9H7X2	C1orf115	chromosome 1 open reading frame 115
ENSG00000118855	64747	HGNC:25874	3q25.32	Q9H3U5	MFSD1	major facilitator superfamily domain containing 1
ENSG00000122390	79903	HGNC:25875	16p13.3	Q9H7X0	NAA60	N(alpha)-acetyltransferase 60, NatF catalytic subunit
ENSG00000135083	79616	HGNC:25876	5q33.3	Q8IV13	CCNJL	cyclin J like
ENSG00000135362	79899	HGNC:25878	11p13-p12	Q6MZQ0	PRR5L	proline rich 5 like
ENSG00000166704	80095	HGNC:25879	19q13.43	Q8WXB4	ZNF606	zinc finger protein 606
ENSG00000164031	79982	HGNC:25881	4q23	Q8TBM8	DNAJB14	DnaJ heat shock protein family (Hsp40) member B14
ENSG00000183779	80139	HGNC:25883	8p11.23	Q9H7S9	ZNF703	zinc finger protein 703
ENSG00000197497	79788	HGNC:25885	19q13.42	Q9H7R5	ZNF665	zinc finger protein 665
ENSG00000152082	80097	HGNC:25886	2q21.1	Q6NZ67	MZT2B	mitotic spindle organizing protein 2B
ENSG00000099910	84861	HGNC:25888	22q11.21	Q53GT1	KLHL22	kelch like family member 22
ENSG00000135637	84865	HGNC:25889	2p13.1	Q17RM4	CCDC142	coiled-coil domain containing 142
ENSG00000149582	84866	HGNC:25890	11q23.3	Q86YD3	TMEM25	transmembrane protein 25
ENSG00000145439	84869	HGNC:25891	4q32.3	Q8N4T8	CBR4	carbonyl reductase 4
ENSG00000186094	84871	HGNC:25892	1p33	Q5VU57	AGBL4	ATP/GTP binding protein like 4
ENSG00000135482	84872	HGNC:25893	12q13.2	Q96K80	ZC3H10	zinc finger CCCH-type containing 10
ENSG00000144026	84874	HGNC:25894	2q11.1	Q96K75	ZNF514	zinc finger protein 514
ENSG00000178685	84875	HGNC:25895	8q24.3	Q53GL7	PARP10	poly(ADP-ribose) polymerase family member 10
